80006750,gCurrentRegion,u32,0x4
80006858,__osRunQueue,OSThread*,0x4
80006880,__OSGlobalIntMask,OSHWIntr,0x4
800068AC,__osPiTable,OSPiHandle*,0x4
8000A410,__osEventStateTab,__OSEventState[16],0x80
8011B788,gIrqMgr,IrqMgr,0x280
8011F232,D_80121212,u8,0x1
8011F233,D_80121213,u8,0x1
8011F234,D_80121214,u8,0x1
801D0FA0,D_801D2FE0,u8[0xC00],0xC00
801D1BA0,D_801D3BE0,u8[0x5000],0x5000
