800067B0,gCurrentRegion,u32,0x4
800068B8,__osRunQueue,OSThread*,0x4
800068E0,__OSGlobalIntMask,OSHWIntr,0x4
8000690C,__osPiTable,OSPiHandle*,0x4
8000A420,__osEventStateTab,__OSEventState[16],0x80
8011E038,D_8011D968,IrqMgr,0x280
80121AE2,D_80121212,u8,0x1
80121AE3,D_80121213,u8,0x1
80121AE4,D_80121214,u8,0x1
801D3860,D_801D2FE0,u8[0xC00],0xC00
801D4460,D_801D3BE0,u8[0x5000],0x5000
